"Shipment ID",Asset,"Old COA","New COA",Added
20,274414,00186225116483,03307504183369,"2019-10-03 16:56:40"
20,284728,00186189568689,03307504183381,"2019-10-03 16:55:05"
20,287232,00186188239472,03307504183371,"2019-10-03 16:50:32"
20,287251,00186189567428,03307504183356,"2019-10-03 16:53:31"
20,287288,00186199207413,03307504183359,"2019-10-03 16:54:22"
20,161915,,"WIN8 Activated","2019-10-03 14:25:54"
20,189096,,"WIN8 Activated","2019-10-01 18:07:37"
20,189102,,"WIN8 Activated","2019-10-01 18:11:53"
20,288643,,"WIN8 Activated","2019-10-01 19:16:34"
20,288648,,"WIN8 Activated","2019-10-01 18:34:13"
20,288662,,"WIN8 Activated","2019-10-01 18:51:37"
20,288670,,"WIN8 Activated","2019-10-01 17:28:04"
20,288671,,"WIN8 Activated","2019-10-01 19:11:52"
20,288672,,"WIN8 Activated","2019-10-01 18:15:32"
20,288673,,"WIN8 Activated","2019-10-01 18:16:54"
20,288674,,"WIN8 Activated","2019-10-01 19:09:46"
20,288676,,"WIN8 Activated","2019-10-01 18:36:20"
20,288695,,"WIN8 Activated","2019-10-01 17:12:53"
20,288722,,"WIN8 Activated","2019-10-01 18:40:58"
20,288726,,"WIN8 Activated","2019-10-01 18:44:04"
20,288727,,"WIN8 Activated","2019-10-01 18:55:24"
20,288728,,"WIN8 Activated","2019-10-01 18:46:40"
20,288742,,"WIN8 Activated","2019-10-01 19:05:06"
20,288746,,"WIN8 Activated","2019-10-01 19:00:46"
20,288751,,"WIN8 Activated","2019-10-01 18:38:01"
20,288754,,"WIN8 Activated","2019-10-01 18:52:48"
20,288761,,"WIN8 Activated","2019-10-01 19:03:44"
20,288762,,"WIN8 Activated","2019-10-01 19:18:35"
20,288764,,"WIN8 Activated","2019-10-01 17:18:56"
20,288765,,"WIN8 Activated","2019-10-01 17:40:22"
20,288766,,"WIN8 Activated","2019-10-01 17:34:47"
20,288767,,"WIN8 Activated","2019-10-01 17:59:06"
20,288770,,"WIN8 Activated","2019-10-01 17:15:47"
20,288771,,"WIN8 Activated","2019-10-01 17:32:33"
20,288777,,"WIN8 Activated","2019-10-01 18:30:27"
20,288778,,"WIN8 Activated","2019-10-01 18:56:49"
20,288779,,"WIN8 Activated","2019-10-01 17:52:53"
20,288780,,"WIN8 Activated","2019-10-01 18:59:17"
20,288781,,"WIN8 Activated","2019-10-01 19:08:21"
20,288786,,"WIN8 Activated","2019-10-01 17:29:39"
20,288797,,"WIN8 Activated","2019-10-01 17:31:12"
20,288801,,"WIN8 Activated","2019-10-01 18:50:20"
20,288815,,"WIN8 Activated","2019-10-01 18:29:26"
20,288825,,"WIN8 Activated","2019-10-01 17:14:14"
20,288827,,"WIN8 Activated","2019-10-01 17:26:33"
20,288828,,"WIN8 Activated","2019-10-01 17:44:25"
20,295729,,"WIN8 Activated","2019-10-03 14:19:23"
20,295730,,"WIN8 Activated","2019-10-03 14:16:43"
20,295734,,"WIN8 Activated","2019-10-03 14:27:00"
20,295737,,"WIN8 Activated","2019-10-03 14:22:36"
20,295742,,"WIN8 Activated","2019-10-03 14:20:20"
20,161875,,"WIN8 Activated","2019-10-02 18:00:06"
20,288640,,"WIN8 Activated","2019-10-02 18:40:11"
20,288641,,"WIN8 Activated","2019-10-02 18:25:48"
20,288644,,"WIN8 Activated","2019-10-02 17:20:39"
20,288647,,"WIN8 Activated","2019-10-01 20:45:27"
20,288649,,"WIN8 Activated","2019-10-02 17:04:29"
20,288650,,"WIN8 Activated","2019-10-02 18:36:03"
20,288651,,"WIN8 Activated","2019-10-02 17:02:21"
20,288652,,"WIN8 Activated","2019-10-02 17:17:47"
20,288653,,"WIN8 Activated","2019-10-02 17:12:16"
20,288656,,"WIN8 Activated","2019-10-02 18:08:09"
20,288659,,"WIN8 Activated","2019-10-02 19:08:39"
20,288677,,"WIN8 Activated","2019-10-02 18:02:51"
20,288680,,"WIN8 Activated","2019-10-02 18:15:28"
20,288685,,"WIN8 Activated","2019-10-01 21:17:02"
20,288689,,"WIN8 Activated","2019-10-02 18:20:21"
20,288690,,"WIN8 Activated","2019-10-02 18:09:34"
20,288699,,"WIN8 Activated","2019-10-02 18:05:36"
20,288700,,"WIN8 Activated","2019-10-02 17:54:29"
20,288701,,"WIN8 Activated","2019-10-02 18:06:59"
20,288702,,"WIN8 Activated","2019-10-02 17:10:48"
20,288704,,"WIN8 Activated","2019-10-02 15:59:12"
20,288705,,"WIN8 Activated","2019-10-02 16:21:27"
20,288707,,"WIN8 Activated","2019-10-02 15:57:40"
20,288709,,"WIN8 Activated","2019-10-02 16:20:02"
20,288711,,"WIN8 Activated","2019-10-02 17:07:23"
20,288713,,"WIN8 Activated","2019-10-01 21:07:58"
20,288715,,"WIN8 Activated","2019-10-02 16:03:18"
20,288716,,"WIN8 Activated","2019-10-01 21:51:51"
20,288717,,"WIN8 Activated","2019-10-02 15:48:07"
20,288719,,"WIN8 Activated","2019-10-02 18:47:51"
20,288720,,"WIN8 Activated","2019-10-01 21:12:58"
20,288721,,"WIN8 Activated","2019-10-02 18:01:44"
20,288729,,"WIN8 Activated","2019-10-01 21:57:37"
20,288731,,"WIN8 Activated","2019-10-01 20:49:28"
20,288732,,"WIN8 Activated","2019-10-01 21:00:10"
20,288733,,"WIN8 Activated","2019-10-01 21:18:13"
20,288734,,"WIN8 Activated","2019-10-02 18:34:24"
20,288735,,"WIN8 Activated","2019-10-02 18:23:51"
20,288738,,"WIN8 Activated","2019-10-01 22:10:55"
20,288739,,"WIN8 Activated","2019-10-01 22:12:10"
20,288740,,"WIN8 Activated","2019-10-02 16:31:21"
20,288741,,"WIN8 Activated","2019-10-02 16:11:31"
20,288745,,"WIN8 Activated","2019-10-01 20:45:31"
20,288753,,"WIN8 Activated","2019-10-02 17:57:17"
20,288755,,"WIN8 Activated","2019-10-02 18:37:46"
20,288756,,"WIN8 Activated","2019-10-02 18:44:38"
20,288757,,"WIN8 Activated","2019-10-01 22:17:44"
20,288783,,"WIN8 Activated","2019-10-01 20:58:29"
20,288787,,"WIN8 Activated","2019-10-01 19:31:13"
20,288788,,"WIN8 Activated","2019-10-01 19:33:08"
20,288789,,"WIN8 Activated","2019-10-02 18:14:25"
20,288790,,"WIN8 Activated","2019-10-01 21:46:33"
20,288791,,"WIN8 Activated","2019-10-01 21:03:08"
20,288792,,"WIN8 Activated","2019-10-01 19:44:59"
20,288794,,"WIN8 Activated","2019-10-01 22:04:51"
20,288795,,"WIN8 Activated","2019-10-01 22:13:52"
20,288803,,"WIN8 Activated","2019-10-01 22:14:52"
20,288804,,"WIN8 Activated","2019-10-01 20:34:07"
20,288805,,"WIN8 Activated","2019-10-01 21:36:46"
20,288806,,"WIN8 Activated","2019-10-02 15:39:04"
20,288807,,"WIN8 Activated","2019-10-02 17:23:12"
20,288809,,"WIN8 Activated","2019-10-02 17:22:01"
20,288810,,"WIN8 Activated","2019-10-01 21:47:58"
20,288811,,"WIN8 Activated","2019-10-01 20:55:16"
20,288812,,"WIN8 Activated","2019-10-01 20:30:33"
20,288813,,"WIN8 Activated","2019-10-01 20:51:26"
20,288814,,"WIN8 Activated","2019-10-01 21:14:20"
20,288816,,"WIN8 Activated","2019-10-01 21:09:44"
20,288817,,"WIN8 Activated","2019-10-01 19:46:11"
20,288818,,"WIN8 Activated","2019-10-01 19:53:22"
20,288819,,,"2019-10-02 17:51:09"
20,288820,,"WIN8 Activated","2019-10-01 20:36:00"
20,288821,,"WIN8 Activated","2019-10-01 20:48:25"
20,288822,,"WIN8 Activated","2019-10-01 21:11:55"
20,288826,,"WIN8 Activated","2019-10-01 22:06:48"
20,288829,,"WIN8 Activated","2019-10-02 15:49:34"
20,288830,,"WIN8 Activated","2019-10-01 19:40:04"
20,288831,,"WIN8 Activated","2019-10-01 20:37:36"
20,288832,,"WIN8 Activated","2019-10-01 22:19:54"
20,288833,,"WIN8 Activated","2019-10-02 17:41:12"
20,288834,,"WIN8 Activated","2019-10-02 17:44:29"
20,288835,,"WIN8 Activated","2019-10-01 19:35:50"
20,288836,,"WIN8 Activated","2019-10-02 17:49:34"
20,288837,,"WIN8 Activated","2019-10-01 19:37:42"
20,288839,,"WIN8 Activated","2019-10-01 19:25:56"
20,288840,,"WIN8 Activated","2019-10-01 19:50:34"
20,288841,,"WIN8 Activated","2019-10-01 20:52:32"
20,288842,,"WIN8 Activated","2019-10-01 20:32:13"
20,288843,,"WIN8 Activated","2019-10-02 15:36:36"
20,288844,,"WIN8 Activated","2019-10-02 18:50:13"
20,288846,,"WIN8 Activated","2019-10-02 19:00:36"
20,288850,,"WIN8 Activated","2019-10-02 16:04:21"
20,288851,,"WIN8 Activated","2019-10-02 18:51:23"
20,288852,,"WIN8 Activated","2019-10-02 19:02:36"
20,288853,,"WIN8 Activated","2019-10-01 21:55:22"
20,288854,,"WIN8 Activated","2019-10-01 21:53:23"
20,288855,,"WIN8 Activated","2019-10-01 21:49:34"
20,288856,,"WIN8 Activated","2019-10-01 22:01:26"
20,288857,,"WIN8 Activated","2019-10-01 21:36:44"
20,288858,,"WIN8 Activated","2019-10-01 20:46:40"
20,288859,,"WIN8 Activated","2019-10-01 21:01:57"
20,288861,,"WIN8 Activated","2019-10-02 18:22:42"
20,288864,,"WIN8 Activated","2019-10-02 16:52:35"
20,288865,,"WIN8 Activated","2019-10-02 16:15:05"
20,288866,,"WIN8 Activated","2019-10-02 16:50:38"
20,288867,,"WIN8 Activated","2019-10-02 16:07:57"
20,288868,,"WIN8 Activated","2019-10-02 19:03:44"
20,288869,,"WIN8 Activated","2019-10-02 16:54:00"
20,288870,,"WIN8 Activated","2019-10-01 21:36:41"
20,288871,,"WIN8 Activated","2019-10-02 16:26:35"
20,288873,,"WIN8 Activated","2019-10-01 21:36:38"
20,288874,,"WIN8 Activated","2019-10-01 21:27:54"
20,288875,,"WIN8 Activated","2019-10-02 16:10:02"
20,288876,,"WIN8 Activated","2019-10-02 16:00:39"
20,288877,,"WIN8 Activated","2019-10-02 15:56:27"
20,288878,,"WIN8 Activated","2019-10-02 19:05:27"
20,288879,,"WIN8 Activated","2019-10-02 17:16:35"
20,288880,,"WIN8 Activated","2019-10-02 18:54:24"
20,288882,,"WIN8 Activated","2019-10-02 18:56:51"
20,288883,,"WIN8 Activated","2019-10-02 16:06:39"
20,288884,,"WIN8 Activated","2019-10-02 16:18:26"
20,288885,,"WIN8 Activated","2019-10-02 16:58:17"
20,288888,,"WIN8 Activated","2019-10-01 21:43:06"
20,288889,,"WIN8 Activated","2019-10-01 21:44:36"
20,288891,,"WIN8 Activated","2019-10-02 17:09:03"
20,288893,,"WIN8 Activated","2019-10-01 21:38:50"
20,288894,,"WIN8 Activated","2019-10-01 21:40:17"
20,288895,,"WIN8 Activated","2019-10-01 21:31:12"
20,288896,,"WIN8 Activated","2019-10-02 18:58:07"
20,288898,,"WIN8 Activated","2019-10-02 18:59:24"
20,288899,,"WIN8 Activated","2019-10-02 18:48:57"
20,295738,,"WIN8 Activated","2019-10-03 14:08:04"
20,162598,00186132987639,03307504183368,"2019-10-03 17:00:49"
20,283213,00186104771265,03307504183383,"2019-10-03 16:58:32"
20,287249,00186126945568,03307504183380,"2019-10-03 16:57:35"
20,185136,00186100265875,03307503982131,"2019-10-03 17:22:09"
20,283938,00039690432351,03307504183374,"2019-10-03 16:46:11"
20,283982,00039690433743,03307504183376,"2019-10-03 16:43:44"
20,283939,00186109060081,03307504183364,"2019-10-03 15:26:50"
20,283944,00186107773884,03307504183339,"2019-10-03 15:37:36"
20,283949,00186109081928,03307504183378,"2019-10-03 16:10:34"
20,283977,00186109081987,03307504183354,"2019-10-03 15:34:58"
20,283983,00186109081973,03307504183377,"2019-10-03 16:07:40"
20,284007,00186109045488,03307504183391,"2019-10-03 15:28:55"
20,284015,00186109060029,03307504183373,"2019-10-03 15:10:57"
20,284018,00186106207136,03307504183350,"2019-10-03 16:16:50"
20,284020,00186107773984,03307504183375,"2019-10-03 16:03:27"
20,284028,00186109060119,03307504183344,"2019-10-03 15:57:11"
20,284029,00186109045262,03307504183338,"2019-10-03 16:35:29"
20,284030,00186109060113,03307504183346,"2019-10-03 16:08:58"
20,284089,00186109096862," 03307504183360","2019-10-03 16:13:22"
20,284091,00186109060260,03307504183341,"2019-10-03 16:00:43"
20,284092,00186109060437,03307504183382,"2019-10-03 16:06:25"
20,284093,00186109061116,03307504183349,"2019-10-03 16:19:45"
20,284094,00186109045917,03307504183355,"2019-10-03 14:49:14"
20,284104,00186109058390,03307504183343,"2019-10-03 15:58:06"
20,284109,,03307504183348,"2019-10-03 16:33:49"
20,284128,00186109060636,03307504183365,"2019-10-03 15:18:02"
20,284149,00186109060059,03307504183363,"2019-10-03 15:31:29"
20,284156,00186109081971,03307504183345,"2019-10-03 16:02:05"
20,284160,00186109058392,03307504183347,"2019-10-03 16:11:53"
20,284166,00186109045706,03307504183390,"2019-10-03 15:12:12"
20,284169,00186109060318,03307504183367,"2019-10-03 16:37:53"
20,284172,00186109060013,03307504183372,"2019-10-03 16:15:35"
20,284179,00186109081985,03307504183366,"2019-10-03 15:11:17"
20,284180,00186109081955,03307504183362,"2019-10-03 15:23:55"
20,284184,00186109060127,03307504183353,"2019-10-03 16:20:10"
20,284187,00186109045977,03307504183342,"2019-10-03 15:56:05"
20,269448,00186178511544,03307504132911,"2019-10-03 17:51:57"
20,275724,00186124703382,03307504133212,"2019-10-03 17:51:51"
20,274020,"Windows 8",03307504183442,"2019-09-30 18:57:57"
20,274022,"Windows 8",03307504183485,"2019-09-30 19:29:50"
20,274024,"Windows 8",03307504183471,"2019-09-30 18:43:23"
20,274026,"Windows 8",03307504183495,"2019-09-30 19:22:09"
20,274028,"Windows 8",03307504183503,"2019-09-30 18:13:31"
20,274034,"Windows 8",03307504183501,"2019-09-30 18:49:15"
20,274035,"Windows 8",03307504183490,"2019-09-30 18:50:14"
20,274036,"Windows 8",03307504183496,"2019-09-30 18:25:17"
20,274037,"Windows 8",03307504183462,"2019-09-30 18:18:57"
20,274038,"Windows 8",03307504183504,"2019-09-30 19:30:55"
20,274041,"Windows 8",03307504183466,"2019-09-30 18:35:37"
20,274048,"Windows 8",03307504183469,"2019-09-30 19:25:52"
20,274051,"Windows 8",03307504183458,"2019-09-30 18:29:11"
20,274052,"Windows 8",03307504183491,"2019-09-30 18:54:59"
20,274053,"Windows 8",03307504183468,"2019-09-30 18:50:33"
20,274054,"Windows 8",03307504183475,"2019-09-30 18:06:10"
20,274055,"Windows 8",03307504183502,"2019-09-30 18:09:56"
20,274056,"Windows 8",03307504183483,"2019-09-30 19:37:15"
20,274067,"Windows 8",03307504183477,"2019-09-30 19:03:05"
20,274068,"Windows 8",03307504183459,"2019-09-30 18:12:18"
20,274069,"Windows 8",03307504183467,"2019-09-30 18:26:52"
20,274070,"Windows 8",03307504183478,"2019-09-30 18:31:43"
20,274071,"Windows 8",03307504183487,"2019-09-30 19:33:56"
20,274073,"Windows 8",03307504183464,"2019-09-30 18:14:50"
20,274075,"Windows 8",03307504183461,"2019-09-30 18:33:12"
20,274611,"Windows 8",03307504183463,"2019-09-30 19:23:04"
20,274613,"Windows 8",03307504183497,"2019-09-30 19:28:31"
20,274615,"Windows 8",03307504183486,"2019-09-30 19:01:54"
20,274617,"Windows 8",03307504183482,"2019-09-30 19:32:21"
20,274618,"Windows 8",03307504183470,"2019-09-30 19:24:38"
20,274620,"Windows 8",03307504183460,"2019-09-30 18:08:27"
20,274621,"Windows 8",03307504183488,"2019-09-30 18:30:25"
20,274624,"Windows 8",03307504183481,"2019-09-30 18:16:44"
20,274627,"Windows 8",03307504183500,"2019-09-30 18:51:36"
